fbref_id,Player,Season_End_Year,pos_primary,age_y,std_Min_Playing,Squads,Comps,eligible,grp_prod,grp_progress,grp_chance,grp_stability,grp_defense,score_position,style,style_confidence,score_style,ability,fut_year,fut_ability,survived
b7ca5c51,Gabriel Paulista,2018,DF,26.0,2584.0,Valencia,La Liga,True,49.7,28.2,14.9,76.9,67.0,55.6,스토퍼,0.61,64.0,59.8,2021.0,48.6,1
b7ca5c51,Gabriel Paulista,2019,DF,27.0,2623.0,Valencia,La Liga,True,41.6,27.4,28.5,77.3,58.9,53.3,스토퍼,1.02,59.2,56.2,2022.0,54.3,1
b7ca5c51,Gabriel Paulista,2020,DF,28.0,2801.0,Valencia,La Liga,True,37.9,36.1,12.0,62.7,54.4,47.8,스토퍼,0.89,53.3,50.6,2022.0,54.3,1
b7d082af,Mohamed Diamé,2018,MF,30.0,2041.0,Newcastle Utd,Premier League,True,37.0,25.6,14.0,43.1,85.6,37.5,수비형 파괴자,2.13,59.9,48.7,,,0
b7d082af,Mohamed Diamé,2019,MF,31.0,2166.0,Newcastle Utd,Premier League,True,18.6,13.8,6.2,38.9,66.7,26.0,수비형 파괴자,1.2,46.4,36.2,,,0
b7de5bad,Victor Perea,2020,DF,19.0,1270.0,Espanyol,La Liga,True,33.6,46.9,69.2,32.6,31.0,38.5,공격형 풀백,0.42,45.8,42.2,,,0
b825a650,Kevin Kampl,2018,MF,26.0,2049.0,RB Leipzig / Leverkusen,Bundesliga,True,49.5,72.3,83.1,52.3,41.6,62.4,딥 플레이메이커,0.24,64.3,63.4,2021.0,57.2,1
b825a650,Kevin Kampl,2019,MF,27.0,2113.0,RB Leipzig,Bundesliga,True,58.9,72.4,88.1,52.8,50.9,66.4,딥 플레이메이커,0.27,67.5,67.0,2022.0,48.2,1
b827d5b3,Marc Albrighton,2018,MF,27.0,2538.0,Leicester City,Premier League,True,49.8,55.9,71.2,22.2,58.2,51.7,딥 플레이메이커,1.18,51.4,51.6,2021.0,57.8,1
b827d5b3,Marc Albrighton,2019,MF,28.0,1625.0,Leicester City,Premier League,True,51.3,53.1,64.2,19.1,69.5,50.7,딥 플레이메이커,0.69,49.8,50.2,2022.0,35.8,1
b82880c6,Simon Falette,2018,DF,25.0,2301.0,Eint Frankfurt / Metz,Bundesliga / Ligue 1,True,56.4,54.1,40.9,47.2,71.4,58.1,스토퍼,0.31,62.6,60.4,,,0
b853e0ad,Fred,2019,MF,25.0,1041.0,Manchester Utd,Premier League,True,38.8,64.3,50.8,45.7,56.6,52.9,수비형 파괴자,0.34,53.9,53.4,2022.0,56.4,1
b853e0ad,Fred,2020,MF,26.0,2163.0,Manchester Utd,Premier League,True,39.8,68.2,48.0,50.0,61.9,55.3,수비형 파괴자,0.07,58.1,56.7,2022.0,56.4,1
b857bd29,Antonio Raillo,2020,DF,27.0,2775.0,Mallorca,La Liga,True,51.6,19.5,18.6,65.8,48.6,44.2,스토퍼,0.2,49.5,46.8,2023.0,36.2,1
b86a64b2,Joaquín Fernández,2020,MF,23.0,1659.0,Valladolid,La Liga,True,27.9,17.6,8.7,54.3,74.0,33.2,수비형 파괴자,0.51,55.0,44.1,,,0
b86fe156,Giannelli Imbula,2018,MF,24.0,2243.0,Toulouse,Ligue 1,True,39.2,62.9,31.9,48.7,28.5,45.2,볼 운반형,0.35,48.8,47.0,,,0
b86fe156,Giannelli Imbula,2019,MF,25.0,1732.0,Rayo Vallecano,La Liga,True,29.9,51.8,46.5,50.7,21.7,42.7,볼 운반형,1.08,45.3,44.0,,,0
b871bf55,Nicholas Opoku,2019,DF,20.0,910.0,Udinese,Serie A,True,43.4,26.7,26.2,62.8,56.1,48.3,스토퍼,0.01,53.8,51.0,,,0
b871bf55,Nicholas Opoku,2020,DF,21.0,1111.0,Amiens / Udinese,Ligue 1 / Serie A,True,28.2,27.3,38.7,51.1,59.4,47.3,스토퍼,0.57,52.8,50.0,,,0
b8836910,Celso Borges,2018,MF,29.0,2300.0,La Coruña,La Liga,True,57.9,43.4,34.8,45.7,81.1,50.0,수비형 파괴자,1.41,63.1,56.6,,,0
b8a642fc,Samuel Chukwueze,2019,MF,19.0,1706.0,Villarreal,La Liga,True,78.0,61.6,62.3,18.1,23.5,49.8,공격형 MF,0.23,60.5,55.2,2022.0,57.8,1
b8a642fc,Samuel Chukwueze,2020,MF,20.0,2048.0,Villarreal,La Liga,True,65.4,68.7,86.6,15.8,24.9,54.6,볼 운반형,0.23,59.6,57.1,2022.0,57.8,1
b8c1de25,Maxime Gonalons,2018,MF,28.0,1096.0,Roma,Serie A,True,34.9,65.0,50.0,60.7,79.7,58.9,수비형 파괴자,0.75,69.0,64.0,2021.0,49.8,1
b8c1de25,Maxime Gonalons,2020,MF,30.0,1506.0,Granada,La Liga,True,18.6,24.0,6.9,60.9,81.3,35.7,수비형 파괴자,0.99,60.7,48.2,2022.0,51.6,1
b8d22478,Samuel Kalu,2019,MF,20.0,1281.0,Bordeaux,Ligue 1,True,81.6,68.5,73.8,8.3,29.7,53.7,볼 운반형,0.44,58.0,55.8,2021.0,44.0,1
b8d22478,Samuel Kalu,2020,MF,21.0,1357.0,Bordeaux,Ligue 1,True,59.9,59.0,35.5,10.9,47.9,43.1,볼 운반형,0.89,46.1,44.6,,,0
b92edde2,Maxime Poundjé,2018,DF,24.0,1703.0,Bordeaux,Ligue 1,True,51.9,69.5,72.1,30.0,45.2,49.3,공격형 풀백,1.33,57.6,53.4,,,0
b92edde2,Maxime Poundjé,2019,DF,25.0,2537.0,Bordeaux,Ligue 1,True,37.2,56.9,73.0,34.6,33.5,42.6,공격형 풀백,0.7,51.0,46.8,,,0
b931d9d1,Adama Mbengue,2018,DF,23.0,1595.0,Caen,Ligue 1,True,53.5,74.3,62.6,4.2,60.8,49.1,공격형 풀백,1.94,56.1,52.6,,,0
b93b7882,Mathew Leckie,2018,MF,26.0,1853.0,Hertha BSC,Bundesliga,True,54.5,50.7,45.4,16.2,67.9,45.9,수비형 파괴자,0.17,50.6,48.2,,,0
b93b7882,Mathew Leckie,2019,MF,27.0,941.0,Hertha BSC,Bundesliga,True,70.8,53.2,52.2,12.3,56.8,48.0,볼 운반형,0.02,49.0,48.5,,,0
b96b595c,Francesco Acerbi,2018,DF,29.0,3420.0,Sassuolo,Serie A,True,46.6,35.7,37.3,49.5,76.1,56.0,스토퍼,1.11,63.8,59.9,2021.0,60.0,1
b96b595c,Francesco Acerbi,2019,DF,30.0,3309.0,Lazio,Serie A,True,68.9,47.7,32.8,57.1,67.1,57.4,스토퍼,0.17,62.0,59.7,2022.0,59.2,1
b96b595c,Francesco Acerbi,2020,DF,31.0,3162.0,Lazio,Serie A,True,68.7,66.3,44.3,64.5,58.1,60.5,빌드업 수비수,0.32,62.0,61.2,2022.0,59.2,1
b98570d1,Jake Livermore,2018,MF,27.0,2674.0,West Brom,Premier League,True,40.5,36.9,17.7,50.0,70.7,41.3,수비형 파괴자,0.2,56.3,48.8,2021.0,39.8,1
b99bec05,Issiaga Sylla,2018,DF,23.0,1602.0,Toulouse,Ligue 1,True,65.6,73.9,92.3,22.4,49.7,52.8,공격형 풀백,1.29,65.1,59.0,2021.0,57.0,1
b99bec05,Issiaga Sylla,2019,DF,24.0,1994.0,Toulouse,Ligue 1,True,76.4,67.5,61.5,30.2,62.1,55.8,공격형 풀백,0.68,60.2,58.0,2021.0,57.0,1
b99bec05,Issiaga Sylla,2020,DF,25.0,2520.0,Toulouse,Ligue 1,True,59.4,67.0,64.0,15.5,75.5,56.9,공격형 풀백,0.74,59.5,58.2,,,0
b9fbae28,N'Golo Kanté,2018,MF,26.0,2994.0,Chelsea,Premier League,True,23.0,69.4,58.5,60.1,67.2,58.1,수비형 파괴자,0.88,63.1,60.6,2021.0,56.4,1
b9fbae28,N'Golo Kanté,2019,MF,27.0,3092.0,Chelsea,Premier League,True,46.6,60.6,54.6,49.8,64.1,55.7,수비형 파괴자,0.03,58.7,57.2,2022.0,66.6,1
b9fbae28,N'Golo Kanté,2020,MF,28.0,1732.0,Chelsea,Premier League,True,45.2,69.3,55.2,49.1,74.4,59.6,수비형 파괴자,0.74,64.9,62.2,2022.0,66.6,1
ba06950a,Jagoš Vuković,2018,DF,29.0,1333.0,Hellas Verona,Serie A,True,48.8,20.4,15.6,48.0,53.1,41.3,스토퍼,1.76,47.7,44.5,,,0
ba115a40,Sébastien Haller,2018,FW,23.0,2347.0,Eint Frankfurt,Bundesliga,True,43.4,55.2,37.5,12.3,74.1,44.5,타겟맨,0.04,48.6,46.6,2021.0,40.7,1
ba115a40,Sébastien Haller,2019,FW,24.0,2182.0,Eint Frankfurt,Bundesliga,True,75.4,60.5,74.2,12.1,67.1,65.0,연결형 공격수,0.35,62.1,63.6,2021.0,40.7,1
ba115a40,Sébastien Haller,2020,FW,25.0,2266.0,West Ham,Premier League,True,47.0,51.6,41.7,29.3,69.5,47.3,타겟맨,0.65,50.8,49.0,,,0
ba1e04b3,Pedro Obiang,2018,MF,25.0,1563.0,West Ham,Premier League,True,25.2,30.3,13.6,46.1,77.3,36.4,수비형 파괴자,1.07,56.7,46.6,2021.0,54.3,1
ba1e04b3,Pedro Obiang,2019,MF,26.0,1128.0,West Ham,Premier League,True,28.5,32.7,19.3,49.0,70.3,38.3,수비형 파괴자,0.49,54.7,46.5,2021.0,54.3,1
ba1e04b3,Pedro Obiang,2020,MF,27.0,1674.0,Sassuolo,Serie A,True,38.2,49.7,26.7,61.2,71.1,48.9,수비형 파괴자,0.9,61.5,55.2,,,0
ba23a904,Jan Vertonghen,2018,DF,30.0,3203.0,Tottenham,Premier League,True,48.4,75.7,40.5,66.6,76.7,68.9,스토퍼,0.44,72.5,70.7,2020.0,58.8,1
ba23a904,Jan Vertonghen,2019,DF,31.0,1911.0,Tottenham,Premier League,True,56.5,71.4,43.0,52.4,61.5,59.1,스토퍼,0.02,59.7,59.4,,,0
ba23a904,Jan Vertonghen,2020,DF,32.0,1645.0,Tottenham,Premier League,True,47.5,37.8,23.3,57.1,71.2,55.0,스토퍼,0.8,62.7,58.8,,,0
ba3d3bea,Danilo Cataldi,2018,MF,22.0,2282.0,Benevento,Serie A,True,46.1,50.2,53.4,51.7,35.8,48.4,딥 플레이메이커,0.6,49.0,48.7,,,0
ba5004e1,Damián Suárez,2018,DF,29.0,2877.0,Getafe,La Liga,True,54.9,60.5,84.9,18.6,41.6,44.6,공격형 풀백,1.32,56.0,50.3,2021.0,48.6,1
ba5004e1,Damián Suárez,2019,DF,30.0,3240.0,Getafe,La Liga,True,42.8,58.7,89.3,29.8,44.8,48.2,공격형 풀백,0.96,57.7,53.0,2022.0,48.8,1
ba5004e1,Damián Suárez,2020,DF,31.0,2592.0,Getafe,La Liga,True,62.9,62.3,91.1,29.0,42.9,49.1,공격형 풀백,1.01,60.7,54.9,2022.0,48.8,1
ba5a9545,Pablo Hervías,2020,MF,26.0,1017.0,Valladolid,La Liga,True,47.9,43.7,36.4,19.5,41.2,37.7,볼 운반형,1.49,38.8,38.2,,,0
ba71d071,Pedro Alcalá,2019,DF,29.0,1868.0,Girona,La Liga,True,59.1,29.4,39.3,52.9,64.2,51.7,스토퍼,2.25,57.3,54.5,2021.0,44.5,1
bad38a94,Dídac Vilà,2019,DF,29.0,2354.0,Espanyol,La Liga,True,77.1,74.9,66.7,24.3,57.8,54.7,공격형 풀백,0.38,62.1,58.4,,,0
bad38a94,Dídac Vilà,2020,DF,30.0,2492.0,Espanyol,La Liga,True,52.0,48.6,59.3,31.2,47.4,45.0,공격형 풀백,0.55,48.8,46.9,,,0
bb4a42be,Yannis Salibur,2018,MF,26.0,1521.0,Guingamp,Ligue 1,True,81.9,61.2,74.3,32.1,28.7,56.2,공격형 MF,0.35,66.8,61.5,,,0
bb4a42be,Yannis Salibur,2019,MF,27.0,901.0,Saint-Étienne / Guingamp,Ligue 1,True,73.1,61.7,88.2,19.1,14.3,53.1,공격형 MF,0.06,66.4,59.8,,,0
bb4b1242,Sergi Enrich,2018,FW,27.0,1330.0,Eibar,La Liga,True,32.0,25.2,28.0,29.6,66.7,33.1,타겟맨,0.77,39.4,36.2,2021.0,49.6,1
bb4b1242,Sergi Enrich,2019,FW,28.0,2582.0,Eibar,La Liga,True,47.0,40.8,41.4,36.7,61.7,45.1,타겟맨,1.13,48.5,46.8,2021.0,49.6,1
bb4b1242,Sergi Enrich,2020,FW,29.0,1865.0,Eibar,La Liga,True,20.6,20.3,13.6,37.2,61.2,24.9,타겟맨,1.64,31.7,28.3,,,0
bb5fbd2b,Solly March,2018,MF,23.0,1851.0,Brighton,Premier League,True,40.2,49.9,43.9,15.3,69.5,43.2,볼 운반형,0.07,44.5,43.8,2021.0,58.7,1
bb5fbd2b,Solly March,2019,FW,24.0,2463.0,Brighton,Premier League,True,23.3,48.9,63.6,36.5,68.7,42.3,돌파형 윙어,1.31,47.5,44.9,2022.0,47.8,1
bb5fbd2b,Solly March,2020,MF,25.0,1143.0,Brighton,Premier League,True,50.4,62.6,55.8,21.9,66.0,51.8,공격형 MF,0.34,53.0,52.4,2023.0,48.9,1
bb7337cc,Paulinho,2018,MF,29.0,1945.0,Barcelona,La Liga,True,82.8,54.7,33.6,54.2,35.6,51.7,공격형 MF,0.1,55.8,53.8,,,0
bb8a42fa,Adam Bodzek,2019,MF,32.0,1596.0,Düsseldorf,Bundesliga,True,14.4,17.5,13.5,67.7,61.8,32.9,딥 플레이메이커,0.18,35.5,34.2,,,0
bb8a42fa,Adam Bodzek,2020,MF,33.0,2015.0,Düsseldorf,Bundesliga,True,23.6,14.3,5.0,61.3,68.4,31.3,수비형 파괴자,0.03,53.1,42.2,,,0
bba30585,Diego Llorente,2018,DF,23.0,2326.0,Real Sociedad,La Liga,True,71.4,62.5,15.4,65.5,51.2,54.5,빌드업 수비수,0.87,56.9,55.7,2021.0,58.2,1
bba30585,Diego Llorente,2019,DF,24.0,1752.0,Real Sociedad,La Liga,True,32.7,44.6,19.8,60.7,59.8,51.6,스토퍼,0.14,56.9,54.2,2022.0,56.2,1
bba30585,Diego Llorente,2020,DF,25.0,2327.0,Real Sociedad,La Liga,True,51.6,47.0,29.4,60.7,54.8,52.0,빌드업 수비수,0.33,51.1,51.6,2022.0,56.2,1
bbafc0c4,Cristian Ansaldi,2018,DF,30.0,1872.0,Torino,Serie A,True,73.3,71.3,90.5,21.8,27.6,43.5,공격형 풀백,1.59,60.1,51.8,2021.0,52.8,1
bbafc0c4,Cristian Ansaldi,2019,DF,31.0,1807.0,Torino,Serie A,True,80.5,76.4,94.1,17.2,20.7,41.3,공격형 풀백,3.21,61.2,51.2,2021.0,52.8,1
bbafc0c4,Cristian Ansaldi,2020,DF,32.0,1768.0,Torino,Serie A,True,86.7,71.5,97.6,7.3,21.5,38.8,공격형 풀백,3.25,59.9,49.3,,,0
bbd86530,Christopher Lenz,2020,DF,24.0,2267.0,Union Berlin,Bundesliga,True,57.6,49.1,73.3,24.9,52.8,47.4,공격형 풀백,1.34,53.1,50.2,,,0
bc61cc65,Iñigo Pérez,2020,MF,31.0,1082.0,Osasuna,La Liga,True,52.9,40.2,49.6,39.9,36.8,43.4,딥 플레이메이커,0.31,42.6,43.0,,,0
bc6bd723,Alassane Pléa,2018,FW,24.0,3041.0,Nice,Ligue 1,True,63.8,71.9,67.2,58.4,22.6,61.4,박스 포처,0.01,60.4,60.9,2021.0,63.6,1
bc6bd723,Alassane Pléa,2019,FW,25.0,2503.0,M'Gladbach,Bundesliga,True,64.8,59.4,52.2,33.1,30.6,54.6,박스 포처,0.6,55.8,55.2,2022.0,68.6,1
bc6bd723,Alassane Pléa,2020,FW,26.0,2143.0,M'Gladbach,Bundesliga,True,83.3,78.1,84.1,36.7,45.8,74.0,연결형 공격수,0.31,73.7,73.8,2022.0,68.6,1
bc6f5f06,Sergi Gómez,2018,DF,25.0,2680.0,Celta Vigo,La Liga,True,54.0,40.7,22.6,66.8,50.7,50.1,빌드업 수비수,0.66,49.4,49.8,,,0
bc6f5f06,Sergi Gómez,2019,DF,26.0,2765.0,Sevilla,La Liga,True,40.4,31.6,29.1,66.5,55.3,50.0,스토퍼,0.72,54.8,52.4,2022.0,39.4,1
bc7b4580,Fábio,2019,DF,28.0,1276.0,Nantes,Ligue 1,True,45.7,49.8,77.2,22.6,37.6,40.7,공격형 풀백,0.63,49.7,45.2,2022.0,49.8,1
bc7dc64d,Bukayo Saka,2020,DF,17.0,1753.0,Arsenal,Premier League,True,78.6,64.4,88.6,22.0,13.9,36.7,공격형 풀백,1.47,55.4,46.0,2023.0,63.6,1
bcc81786,Kelvin Amian,2018,DF,19.0,3154.0,Toulouse,Ligue 1,True,54.6,31.1,49.7,38.6,30.4,35.7,공격형 풀백,0.61,39.1,37.4,2020.0,34.2,1
bcc81786,Kelvin Amian,2019,DF,20.0,2880.0,Toulouse,Ligue 1,True,41.3,41.6,38.9,41.2,46.2,43.0,공격형 풀백,0.52,41.7,42.4,2022.0,44.3,1
bcc81786,Kelvin Amian,2020,DF,21.0,1633.0,Toulouse,Ligue 1,True,55.7,39.7,38.2,29.8,25.1,32.0,공격형 풀백,0.09,36.5,34.2,2022.0,44.3,1
bced0375,Ibrahim Sangaré,2018,MF,19.0,1588.0,Toulouse,Ligue 1,True,39.6,59.9,54.7,38.5,77.5,54.2,수비형 파괴자,0.09,62.1,58.2,2020.0,58.8,1
bced0375,Ibrahim Sangaré,2019,MF,20.0,2467.0,Toulouse,Ligue 1,True,34.2,68.8,28.7,43.2,84.0,52.7,수비형 파괴자,0.7,66.2,59.4,,,0
bced0375,Ibrahim Sangaré,2020,MF,21.0,2175.0,Toulouse,Ligue 1,True,31.3,61.6,41.5,37.0,87.0,52.0,수비형 파괴자,0.62,65.7,58.8,,,0
bd142efb,Jonathan Tah,2018,DF,21.0,2427.0,Leverkusen,Bundesliga,True,41.9,62.7,40.9,49.7,62.6,56.2,빌드업 수비수,0.19,55.6,55.9,2021.0,66.8,1
bd142efb,Jonathan Tah,2019,DF,22.0,2937.0,Leverkusen,Bundesliga,True,56.0,68.0,38.4,66.3,62.6,61.8,빌드업 수비수,0.61,62.8,62.3,2022.0,56.6,1
bd142efb,Jonathan Tah,2020,DF,23.0,2092.0,Leverkusen,Bundesliga,True,30.7,64.8,35.7,59.2,73.5,62.2,빌드업 수비수,0.02,60.2,61.2,2023.0,49.2,1
bd4f5f94,Andrea Raggi,2018,DF,33.0,1607.0,Monaco,Ligue 1,True,49.2,30.6,23.9,44.0,19.1,29.6,빌드업 수비수,0.12,32.6,31.1,,,0
bd6351cd,João Cancelo,2018,DF,23.0,1941.0,Inter / Valencia,Serie A / La Liga,True,66.0,94.0,93.9,29.5,24.5,48.7,공격형 풀백,1.3,67.6,58.2,2021.0,68.2,1
bd6351cd,João Cancelo,2019,DF,24.0,1968.0,Juventus,Serie A,True,79.8,91.7,97.0,38.6,30.1,53.7,공격형 풀백,1.03,71.5,62.6,2022.0,67.0,1
bd6351cd,João Cancelo,2020,DF,25.0,1208.0,Manchester City,Premier League,True,63.7,93.4,87.7,40.5,43.5,58.2,공격형 풀백,0.88,71.1,64.6,2023.0,70.7,1
bd7d2e6d,Timo Baumgartl,2018,DF,21.0,2610.0,Stuttgart,Bundesliga,True,35.6,45.0,33.6,57.7,74.4,58.3,스토퍼,0.32,65.3,61.8,,,0
bd7d2e6d,Timo Baumgartl,2019,DF,22.0,1620.0,Stuttgart,Bundesliga,True,38.3,32.5,20.7,62.7,62.0,51.0,스토퍼,0.61,57.7,54.4,2022.0,61.4,1
bd84fc61,Pasquale Schiattarella,2018,MF,30.0,1990.0,SPAL,Serie A,True,37.9,62.2,76.6,45.4,49.7,56.2,딥 플레이메이커,0.61,58.5,57.4,2021.0,48.5,1
bd84fc61,Pasquale Schiattarella,2019,MF,31.0,1841.0,SPAL,Serie A,True,34.7,58.1,66.6,56.6,58.9,56.1,딥 플레이메이커,0.2,58.8,57.4,2021.0,48.5,1
bda6ffd4,Claudio Yacob,2018,MF,30.0,903.0,West Brom,Premier League,True,17.1,15.2,5.6,56.8,79.6,31.5,수비형 파괴자,1.7,57.4,44.4,,,0
bdedd861,Rachid Alioui,2019,FW,26.0,1252.0,Nîmes,Ligue 1,True,57.5,44.2,48.5,50.0,62.8,52.8,박스 포처,0.3,54.6,53.7,,,0
bdedd861,Rachid Alioui,2020,FW,27.0,1563.0,Angers,Ligue 1,True,48.3,49.5,36.2,44.0,48.4,45.7,박스 포처,0.37,46.2,46.0,,,0
bdf7b97d,Fernando Torres,2018,FW,33.0,982.0,Atlético Madrid,La Liga,True,51.8,46.2,26.8,26.8,51.5,43.1,박스 포처,0.01,44.9,44.0,,,0
be170419,Unai Núñez,2018,DF,20.0,2941.0,Athletic Club,La Liga,True,59.7,51.6,21.6,57.9,73.3,59.3,빌드업 수비수,0.35,55.2,57.2,2021.0,56.5,1
be170419,Unai Núñez,2019,DF,21.0,1064.0,Athletic Club,La Liga,True,67.2,42.1,23.8,72.8,75.8,62.7,스토퍼,0.99,70.4,66.6,2021.0,56.5,1
be170419,Unai Núñez,2020,DF,22.0,1572.0,Athletic Club,La Liga,True,44.2,28.4,21.5,60.7,44.6,43.0,스토퍼,0.91,46.5,44.8,2023.0,43.7,1
be3a0121,Jonás Ramalho,2018,DF,24.0,2298.0,Girona,La Liga,True,54.0,20.6,22.9,44.8,47.5,39.3,스토퍼,0.1,43.8,41.6,,,0
be3a0121,Jonás Ramalho,2019,DF,25.0,1619.0,Girona,La Liga,True,46.1,29.9,38.0,37.0,34.0,34.9,스토퍼,0.32,34.8,34.8,,,0
be5e1c4c,Dawid Kownacki,2020,MF,22.0,1093.0,Düsseldorf,Bundesliga,True,54.9,41.9,47.4,14.9,54.7,41.5,볼 운반형,0.57,41.5,41.5,,,0
be927d03,Ashley Young,2018,DF,32.0,2442.0,Manchester Utd,Premier League,True,67.4,75.0,89.3,39.6,33.3,50.5,공격형 풀백,0.76,64.1,57.3,2021.0,47.4,1
be927d03,Ashley Young,2019,DF,33.0,2569.0,Manchester Utd,Premier League,True,50.2,71.9,89.2,30.0,55.8,55.6,공격형 풀백,0.3,64.5,60.0,2022.0,46.0,1
be927d03,Ashley Young,2020,DF,34.0,2140.0,Inter / Manchester Utd,Serie A / Premier League,True,79.9,75.3,93.4,41.7,26.9,49.6,공격형 풀백,0.75,65.6,57.6,2022.0,46.0,1
beae3a73,Renaud Ripart,2019,FW,25.0,3006.0,Nîmes,Ligue 1,True,29.9,48.2,31.7,37.1,85.0,40.1,타겟맨,0.15,46.4,43.2,2022.0,40.8,1
beae3a73,Renaud Ripart,2020,FW,26.0,2027.0,Nîmes,Ligue 1,True,23.5,50.3,23.9,29.6,87.5,35.9,타겟맨,0.21,42.8,39.3,2022.0,40.8,1
beb391dd,Maxwel Cornet,2018,MF,20.0,1272.0,Lyon,Ligue 1,True,86.3,60.9,82.6,21.9,17.4,54.7,공격형 MF,0.14,68.9,61.8,2021.0,62.0,1
beb391dd,Maxwel Cornet,2019,MF,21.0,1281.0,Lyon,Ligue 1,True,97.8,52.8,86.4,12.6,22.2,53.7,공격형 MF,1.02,70.9,62.3,2022.0,41.2,1
beb391dd,Maxwel Cornet,2020,FW,22.0,1330.0,Lyon,Ligue 1,True,44.0,67.9,80.5,46.1,86.2,60.5,돌파형 윙어,0.42,65.8,63.2,2022.0,41.2,1
beb882a8,Maximilian Eggestein,2018,MF,20.0,2692.0,Werder Bremen,Bundesliga,True,59.5,46.6,33.0,32.7,68.3,46.3,수비형 파괴자,0.21,53.9,50.1,2021.0,50.6,1
beb882a8,Maximilian Eggestein,2019,MF,21.0,3052.0,Werder Bremen,Bundesliga,True,55.8,58.9,58.4,44.4,68.0,56.8,수비형 파괴자,0.13,59.7,58.2,2022.0,51.4,1
beb882a8,Maximilian Eggestein,2020,MF,22.0,2855.0,Werder Bremen,Bundesliga,True,41.4,51.7,49.1,38.1,60.5,48.2,수비형 파괴자,0.15,52.0,50.1,2022.0,51.4,1
bece776f,Nabil Fekir,2018,MF,24.0,2477.0,Lyon,Ligue 1,True,93.8,73.1,92.4,32.3,18.9,63.8,공격형 MF,0.67,78.3,71.0,2021.0,66.2,1
bece776f,Nabil Fekir,2019,MF,25.0,1988.0,Lyon,Ligue 1,True,88.1,82.3,89.0,34.9,24.8,66.4,공격형 MF,1.15,78.4,72.4,2022.0,69.7,1
bece776f,Nabil Fekir,2020,MF,26.0,2638.0,Betis,La Liga,True,74.1,69.1,74.0,31.1,23.5,56.4,공격형 MF,0.31,66.0,61.2,2022.0,69.7,1
bee0bab1,Karim Bellarabi,2018,MF,27.0,1146.0,Leverkusen,Bundesliga,True,83.2,72.1,86.3,20.6,31.3,60.2,공격형 MF,0.28,72.5,66.4,2020.0,65.8,1
bee0bab1,Karim Bellarabi,2019,FW,28.0,1057.0,Leverkusen,Bundesliga,True,67.2,69.9,88.9,33.4,71.6,69.1,돌파형 윙어,1.5,72.3,70.7,,,0
bee0bab1,Karim Bellarabi,2020,MF,29.0,1424.0,Leverkusen,Bundesliga,True,94.4,75.9,80.1,16.9,10.6,57.9,공격형 MF,0.23,73.6,65.8,,,0
bee704fc,Nikola Milenković,2018,DF,19.0,1254.0,Fiorentina,Serie A,True,52.5,48.3,34.0,57.1,70.3,58.1,스토퍼,0.28,63.6,60.8,2021.0,64.6,1
bee704fc,Nikola Milenković,2019,DF,20.0,3008.0,Fiorentina,Serie A,True,69.1,51.3,35.0,49.5,65.6,55.8,스토퍼,0.36,59.6,57.7,2022.0,57.2,1
bee704fc,Nikola Milenković,2020,DF,21.0,3258.0,Fiorentina,Serie A,True,70.0,46.7,34.9,62.2,55.7,54.2,스토퍼,0.15,56.5,55.4,2022.0,57.2,1
bef0a7ac,Darío Benedetto,2020,FW,29.0,2101.0,Marseille,Ligue 1,True,55.2,23.3,22.4,40.9,47.4,40.0,박스 포처,0.2,44.9,42.4,,,0
bf075f6b,Roland Sallai,2020,MF,22.0,1162.0,Freiburg,Bundesliga,True,65.4,46.2,39.9,15.5,29.8,39.2,볼 운반형,0.1,40.6,39.9,2022.0,56.7,1
bf13975c,Žan Majer,2020,MF,27.0,1664.0,Lecce,Serie A,True,48.6,39.7,46.9,43.4,52.8,45.2,딥 플레이메이커,0.31,44.8,45.0,,,0
bf309d24,Amadou Diawara,2020,MF,22.0,1518.0,Roma,Serie A,True,16.8,52.2,29.3,65.1,55.6,45.4,수비형 파괴자,0.09,54.2,49.8,,,0
bf39bdec,Ernesto Torregrossa,2020,FW,27.0,1844.0,Brescia,Serie A,True,53.8,59.0,69.0,11.1,49.8,53.2,돌파형 윙어,0.08,56.9,55.0,,,0
bf8fad51,Kortney Hause,2020,DF,24.0,1545.0,Aston Villa,Premier League,True,72.1,47.3,20.2,19.9,79.7,51.9,스토퍼,2.33,60.1,56.0,,,0
bf97c188,Gabriel Mercado,2018,DF,30.0,2118.0,Sevilla,La Liga,True,72.8,34.0,50.9,44.9,51.0,47.1,스토퍼,0.04,48.4,47.8,,,0
bf97c188,Gabriel Mercado,2019,DF,31.0,1738.0,Sevilla,La Liga,True,68.2,17.1,20.8,58.1,59.2,47.1,스토퍼,0.88,54.2,50.7,,,0
bfae110f,Wesley Moraes,2020,FW,22.0,1782.0,Aston Villa,Premier League,True,31.2,22.5,9.6,37.1,48.5,27.5,타겟맨,0.48,33.1,30.3,,,0
bfcef334,Cheick Traoré,2019,DF,23.0,1508.0,Guingamp,Ligue 1,True,47.7,54.3,57.6,21.3,38.3,39.6,공격형 풀백,2.07,46.3,43.0,,,0
bfd381b3,Iddrisu Baba,2020,MF,23.0,2903.0,Mallorca,La Liga,True,17.7,33.0,4.4,50.0,61.8,32.7,수비형 파괴자,1.04,49.4,41.0,2022.0,49.6,1
